id,Unique ID,FD sample ID,FD Run ID,Strain,Cryo mix,FD_recipe,Desiccant,FC,Aged,,DR_latest,Est_latest,ExtenderCFU_ml,ExtenderCFU_ml_SD,Application Log Loss,Plating Date,CFU/Seed,CFU/Seed Stdev,T0?,Days,Log CFU,Y-Intercept,Decay Rate,EstDays,T0 Date
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,4/6/23,4.44E+04,,No,29.00,4.65,5.35,-0.031,49.47,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,,,,No,,,,,,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,,,,No,,,,,,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,,,,No,,,,,,3/8/23
52,I,23PT0126-2,FDL-105K-T42,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P,no,Fresh,-0.019,76.352,1.43E+10,1.53E+09,1.57,5/3/23,2.92E+04,8.66E+03,No,56.00,4.47,5.21,-0.019,76.35,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,3/8/23,2.91E+05,,Yes,0.00,5.46,,,,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,3/15/23,5.96E+04,,No,7.00,4.78,5.46,-0.098,14.88,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,3/24/23,4.00E+04,,No,16.00,4.60,5.35,-0.054,25.79,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,3/29/23,3.39E+04,,No,21.00,4.53,5.30,-0.044,31.28,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,4/6/23,3.41E+04,,No,29.00,4.53,5.21,-0.032,41.11,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,,,,No,,,,,,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,,,,No,,,,,,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,,,,No,,,,,,3/8/23
53,I,23PT0126-5,FDL-105K-T44,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,"T+P, XG",no,Fresh,-0.029,47.055,8.47E+09,3.01E+08,1.41,5/3/23,6.99E+03,1.96E+03,No,56.00,3.84,5.15,-0.029,47.05,3/8/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,3/15/23,3.15E+04,,Yes,0.00,4.50,,,,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,3/24/23,1.61E+04,,No,9.00,4.21,4.50,-0.032,15.39,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,3/28/23,7.00E+03,,No,13.00,3.85,4.53,-0.050,11.22,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,4/6/23,7.20E+03,,No,22.00,3.86,4.44,-0.029,14.28,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,4/13/23,3.55E+03,5.60E+02,No,29.00,3.55,4.44,-0.033,14.32,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,,,,No,,,,,,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,,,,No,,,,,,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,,,,No,,,,,,3/15/23
54,J,22PT1117-5,FDL-105C-T15-21CW12,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,12W@21C,-0.033,14.324,2.14E+09,7.69E+07,1.78,,,,No,,,,,,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,3/15/23,1.63E+04,,Yes,0.00,4.21,,,,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,3/24/23,5.65E+03,,No,9.00,3.75,4.21,-0.051,4.15,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,3/28/23,3.13E+03,,No,13.00,3.50,4.22,-0.055,4.03,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,4/6/23,1.64E+03,,No,22.00,3.21,4.17,-0.045,3.79,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,4/13/23,1.08E+03,2.40E+02,No,29.00,3.03,4.13,-0.041,3.29,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,,,,No,,,,,,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,,,,No,,,,,,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,,,,No,,,,,,3/15/23
55,J,22PT1117-5,FDL-105C-T15-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,no,Fresh,-0.041,3.286,2.12E+09,8.33E+07,2.06,,,,No,,,,,,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,3/15/23,4.59E+05,,Yes,0.00,5.66,,,,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,3/24/23,2.88E+05,,No,9.00,5.46,5.66,-0.022,73.89,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,3/28/23,2.15E+05,,No,13.00,5.33,5.67,-0.025,67.06,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,4/6/23,1.29E+05,,No,22.00,5.11,5.67,-0.025,66.03,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,4/13/23,7.36E+04,2.25E+04,No,29.00,4.87,5.68,-0.027,61.83,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,,,,No,,,,,,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,,,,No,,,,,,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,,,,No,,,,,,3/15/23
56,J,23PT0119-2,FDL-105EF-T22-Try,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.014,109.545,3.87E+10,7.70E+08,1.87,5/11/23,7.76E+04,1.87E+04,No,57.00,4.89,5.52,-0.014,109.54,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,3/15/23,5.84E+04,,Yes,0.00,4.77,,,,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,3/24/23,2.89E+04,,No,9.00,4.46,4.77,-0.034,22.58,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,3/28/23,1.76E+04,,No,13.00,4.25,4.78,-0.040,19.91,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,4/6/23,1.13E+04,,No,22.00,4.05,4.75,-0.032,22.49,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,4/13/23,6.28E+03,1.47E+03,No,29.00,3.80,4.74,-0.033,22.67,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,,,,No,,,,,,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,,,,No,,,,,,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,,,,No,,,,,,3/15/23
57,J,23PT0119-5,FDL-105EF-T24-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@21C,-0.033,22.670,2.97E+09,6.01E+07,1.65,,,,No,,,,,,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,3/15/23,4.45E+05,,Yes,0.00,5.65,,,,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,3/24/23,3.29E+05,,No,9.00,5.52,5.65,-0.015,113.10,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,3/28/23,1.48E+05,,No,13.00,5.17,5.69,-0.037,51.10,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,4/6/23,1.07E+05,,No,22.00,5.03,5.67,-0.028,55.59,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,4/13/23,5.37E+04,2.81E+03,No,29.00,4.73,5.69,-0.032,52.65,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,,,,No,,,,,,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,,,,No,,,,,,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,,,,No,,,,,,3/15/23
58,J,23PT0119-5,FDL-105EF-T24-SKP,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,no,Fresh,-0.020,76.456,2.79E+10,8.28E+08,1.74,5/11/23,3.43E+04,7.64E+03,No,57.00,4.53,5.54,-0.020,76.46,3/15/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,3/22/23,3.20E+05,,Yes,0.00,5.51,,,,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,3/29/23,2.36E+05,,No,7.00,5.37,5.51,-0.019,79.67,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,4/5/23,1.29E+05,,No,14.00,5.11,5.53,-0.028,54.32,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,4/13/23,1.25E+05,3.63E+04,No,22.00,5.10,5.49,-0.019,74.02,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,4/18/23,7.31E+04,2.00E+04,No,27.00,4.86,5.50,-0.024,67.33,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,,,,No,,,,,,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,,,,No,,,,,,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,,,,No,,,,,,3/22/23
59,K,23PT0119-5,FDL-105EF-T24-CC1,Kosakonia sacchari,PVT70%,PVT090-A0,2%CaCl2,T only,yes,2W@21C,-0.039,43.091,5.37E+09,9.17E+08,1.17,5/23/23,1.19E+03,2.84E+02,No,62.00,3.08,5.71,-0.039,43.09,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,3/22/23,2.97E+05,,Yes,0.00,5.47,,,,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,3/29/23,1.40E+05,,No,7.00,5.15,5.47,-0.047,31.56,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,4/5/23,6.31E+04,,No,14.00,4.80,5.48,-0.048,30.71,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,4/13/23,4.48E+04,1.28E+04,No,22.00,4.65,5.43,-0.037,37.35,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,4/18/23,3.52E+04,5.64E+03,No,27.00,4.55,5.40,-0.034,41.03,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,,,,No,,,,,,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,,,,No,,,,,,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,,,,No,,,,,,3/22/23
60,K,23PT0119-5,FDL-105EF-T24-CC2,Kosakonia sacchari,PVT70%,PVT090-A0,10%CaCl2,T only,yes,2W@21C,-0.056,30.006,4.31E+09,1.66E+09,1.11,5/23/23,1.07E+02,1.51E+02,No,62.00,2.03,5.65,-0.056,30.01,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,3/22/23,4.83E+05,,Yes,0.00,5.68,,,,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,3/29/23,3.12E+05,,No,7.00,5.49,5.68,-0.027,62.11,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,4/5/23,2.21E+05,,No,14.00,5.35,5.68,-0.024,69.28,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,4/13/23,1.27E+05,2.20E+04,No,22.00,5.10,5.69,-0.026,64.89,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,4/18/23,1.08E+05,6.93E+03,No,27.00,5.03,5.68,-0.024,68.05,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,,,,No,,,,,,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,,,,No,,,,,,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,,,,No,,,,,,3/22/23
61,K,23PT0119-5,FDL-105EF-T24-TMC1,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,2W@21C,-0.032,54.787,5.82E+09,1.29E+09,1.03,5/23/23,4.91E+03,2.37E+03,No,62.00,3.69,5.77,-0.032,54.79,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,3/22/23,5.36E+05,,Yes,0.00,5.73,,,,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,3/29/23,2.92E+05,,No,7.00,5.47,5.73,-0.038,45.89,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,4/5/23,2.93E+05,,No,14.00,5.47,5.68,-0.019,90.10,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,4/13/23,1.37E+05,6.11E+03,No,22.00,5.14,5.71,-0.027,70.12,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,4/18/23,1.28E+05,3.02E+04,No,27.00,5.11,5.70,-0.023,74.19,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,,,,No,,,,,,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,,,,No,,,,,,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,,,,No,,,,,,3/22/23
62,K,23PT0119-5,FDL-105EF-T24-TMC2,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,2W@21C,-0.036,51.615,6.47E+09,1.21E+09,1.03,5/23/23,3.13E+03,7.66E+02,No,62.00,3.50,5.86,-0.036,51.62,3/22/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,3/30/23,2.77E+05,,Yes,0.00,5.44,,,,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,4/5/23,2.24E+05,,No,6.00,5.35,5.44,-0.015,93.84,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,4/13/23,8.81E+04,1.12E+04,No,14.00,4.95,5.49,-0.036,40.95,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,4/18/23,8.33E+04,2.48E+04,No,19.00,4.92,5.47,-0.027,47.33,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,4/26/23,8.60E+04,7.28E+03,No,27.00,4.93,5.40,-0.019,64.82,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,,,,No,,,,,,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,,,,No,,,,,,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,,,,No,,,,,,3/30/23
63,L,23PT0119-5,FDL-105EF-T24-TMC1-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,5%TMC,T only,yes,3W@21C,-0.026,57.997,3.42E+09,2.20E+08,1.04,5/23/23,1.16E+04,1.20E+03,No,54.00,4.06,5.44,-0.026,58.00,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,3/30/23,2.85E+05,,Yes,0.00,5.45,,,,3/30/23
